,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,118.0,-116.0,-79.0,34.0,-49.0,-132.0,46.0,48.0,77.0,2.0,-119.0,135.0,71.0,-63.0,-164.0,-73.0,-108.0,-32.0,13.0,-110.0,100.0,-94.0,107.0,54.0,-39.0,-25.0,-64.0,-38.0,89.0,50.0,38.0,129.0,-33.0,-23.0,-43.0,89.0,30.0,51.0,-144.0,-43.0,-17.0,-167.0,128.0,-116.0,-31.0,130.0,-128.0,0.0,-11.0,-38.0,-50.0,33.0,64.0,96.0,-136.0,64.0,-105.0,99.0,-13.0,-6.0,-34.0,163.0,170.0,61.0,35.0,176.0,-86.0,16.0,108.0,33.0,92.0,-127.0,145.0,-20.0,31.0,90.0,90.0,5.0,118.0,-110.0,100.0,-173.0,32.0,91.0,-44.0,-73.0,-123.0,-51.0,-111.0,-175.0,173.0,-31.0,-10.0,88.0,110.0,-92.0,103.0,-133.0,-135.0,66.0,61.0,-52.0,23.0,52.0,-179.0,-136.0,12.0,-61.0,69.0,-120.0,112.0,89.0,-45.0,174.0,-49.0,130.0,-157.0,118.0,-111.0,-41.0,76.0,-174.0,-19.0,-64.0,-102.0,20.0,-177.0,-64.0
1,7979.0517578125,-6999.28857421875,-3395.018310546875,3946.4599609375,-4791.39404296875,-10320.1689453125,2004.2008056640625,1060.130859375,4197.61181640625,1070.3177490234375,-7068.72119140625,8451.9208984375,8063.99169921875,-7132.708984375,-9868.8359375,-2063.552490234375,-6147.1845703125,-2243.944580078125,851.1852416992188,-5925.16845703125,7151.1845703125,-4321.2626953125,5487.71630859375,2150.515380859375,-2184.779296875,-792.8575439453125,-2093.6875,-2400.584716796875,4880.98681640625,2752.780517578125,4507.419921875,10656.6767578125,-2619.483642578125,-2034.206787109375,-3384.285400390625,6747.5244140625,4122.45556640625,-193.23402404785156,-8894.4580078125,-5733.19580078125,537.7345581054688,-6650.90869140625,9065.84765625,-5873.71484375,-3475.47412109375,7391.919921875,-10304.2978515625,-2948.001708984375,767.84814453125,-1610.8046875,-3695.0927734375,482.0920104980469,3197.244873046875,2554.564453125,-7409.76904296875,2896.34228515625,-6099.3779296875,5946.3017578125,-1609.35107421875,850.1439819335938,-5528.8828125,9519.4853515625,10524.498046875,4383.31884765625,4030.78955078125,10291.333984375,-3708.42138671875,-377.1633605957031,2636.011962890625,5101.73876953125,7971.47314453125,-6299.39111328125,6255.43994140625,3885.745361328125,575.1854248046875,3472.408447265625,5725.087890625,-123.97598266601562,7461.31396484375,-4832.78173828125,6910.08642578125,-8160.07666015625,3797.08837890625,2575.748046875,-3291.42041015625,-3296.83740234375,-9051.189453125,-948.6162109375,-4767.0546875,-9868.701171875,11292.365234375,-1634.5634765625,805.55517578125,5715.76904296875,6964.294921875,-5303.58154296875,5775.32666015625,-9291.310546875,-6916.9853515625,3012.27197265625,5836.5029296875,-2787.6015625,117.3780517578125,2155.498291015625,-9691.810546875,-8920.357421875,-613.5909423828125,-3508.47265625,3282.2802734375,-8182.69140625,6844.2607421875,2985.45263671875,-3441.7216796875,10865.1591796875,-4429.03271484375,7121.65673828125,-9725.9453125,7252.10400390625,-4963.66748046875,524.1921997070312,4437.17041015625,-7985.87646484375,-642.692138671875,-3640.22314453125,-7732.87841796875,-3104.328857421875,-10157.7666015625,-3413.497802734375
2,7998.32373046875,-7012.8017578125,-3413.17919921875,3950.380615234375,-4793.08154296875,-10363.17578125,1997.5853271484375,1107.347412109375,4193.28564453125,1082.3277587890625,-7060.6767578125,8455.044921875,8128.29443359375,-7080.498046875,-9890.4658203125,-2022.38330078125,-6137.9091796875,-2256.339111328125,859.9675903320312,-5933.5166015625,7175.17333984375,-4287.23095703125,5497.51123046875,2161.550048828125,-2176.0859375,-776.505126953125,-2116.25390625,-2393.314697265625,4865.43017578125,2743.982421875,4544.546875,10614.3095703125,-2646.089111328125,-2017.3680419921875,-3385.86767578125,6737.15478515625,4044.869873046875,-229.7813262939453,-8881.2763671875,-5654.44677734375,458.2547302246094,-6614.39404296875,9032.3310546875,-5874.90234375,-3447.938232421875,7382.57470703125,-10267.6708984375,-2920.17919921875,781.2574462890625,-1629.8873291015625,-3668.530517578125,495.858154296875,3198.023193359375,2581.6865234375,-7423.228515625,2901.126220703125,-6088.79150390625,5942.1298828125,-1579.4072265625,886.4520263671875,-5536.236328125,9512.0419921875,10530.7802734375,4407.22021484375,4052.9609375,10281.525390625,-3758.730224609375,-431.70880126953125,2754.740966796875,5089.53125,7956.65283203125,-6292.3291015625,6264.92822265625,3920.6064453125,551.170166015625,3489.357666015625,5717.6884765625,-129.23867797851562,7416.71435546875,-4886.8203125,6925.3701171875,-8116.97802734375,3814.68310546875,2553.76025390625,-3293.47705078125,-3314.085205078125,-9035.7177734375,-923.219482421875,-4818.56884765625,-9881.5869140625,11304.998046875,-1639.1549072265625,770.433837890625,5705.3583984375,6933.60986328125,-5294.58056640625,5783.203125,-9243.9111328125,-6926.318359375,3000.82275390625,5762.31201171875,-2775.87744140625,124.51740264892578,2146.658447265625,-9677.734375,-8908.431640625,-616.0343017578125,-3499.7333984375,3291.0576171875,-8193.890625,6843.25830078125,2973.81689453125,-3453.463134765625,10894.4541015625,-4380.17138671875,7108.53955078125,-9690.353515625,7262.18115234375,-4966.44775390625,545.842041015625,4445.97900390625,-7962.49267578125,-629.597412109375,-3630.91943359375,-7755.146484375,-3011.504150390625,-10166.0791015625,-3425.071533203125
3,8032.38623046875,-7013.27685546875,-3394.385009765625,4034.94580078125,-4809.39208984375,-10381.9296875,2007.1199951171875,1118.594970703125,4182.26806640625,1092.7950439453125,-7047.66162109375,8456.0546875,8125.3330078125,-7090.5166015625,-9903.0693359375,-2055.51513671875,-6131.01416015625,-2269.050537109375,868.9441528320312,-5955.22314453125,7178.07275390625,-4290.9326171875,5496.31494140625,2170.212158203125,-2168.410400390625,-792.2134399414062,-2105.933349609375,-2382.528076171875,4859.4560546875,2735.731689453125,4523.236328125,10666.99609375,-2638.835693359375,-2012.4141845703125,-3394.41845703125,6732.2138671875,4086.3623046875,-235.5014190673828,-8884.0078125,-5550.36376953125,501.1978454589844,-6658.17529296875,9040.13671875,-5892.8251953125,-3465.09912109375,7375.640625,-10301.5634765625,-3104.299560546875,855.227783203125,-1632.896484375,-3674.586669921875,522.3771362304688,3192.11376953125,2636.684814453125,-7428.32958984375,2900.0205078125,-6081.16650390625,5931.94873046875,-1627.664794921875,906.3544921875,-5748.59130859375,9503.2373046875,10542.205078125,4402.28662109375,4053.080078125,10274.7578125,-3755.66455078125,-416.6561584472656,2722.755859375,5217.32861328125,7979.126953125,-6306.6689453125,6248.38232421875,4026.8271484375,576.5474853515625,3517.02734375,5729.638671875,-140.1566162109375,7454.81591796875,-4838.44482421875,6950.05126953125,-8160.92041015625,3804.472900390625,2552.87548828125,-3273.10400390625,-3299.6728515625,-9043.95703125,-914.6387939453125,-4778.76025390625,-9892.119140625,11321.6650390625,-1652.308837890625,780.1556396484375,5681.9404296875,6973.96337890625,-5286.59033203125,5789.5751953125,-9221.4892578125,-6929.98388671875,3034.394775390625,5839.26953125,-2765.70751953125,124.12344360351562,2172.29345703125,-9685.125,-8882.19921875,-596.9493408203125,-3491.380859375,3308.388427734375,-8201.6220703125,6852.88818359375,3001.9931640625,-3463.710693359375,10892.9306640625,-4426.49658203125,7108.37744140625,-9687.95703125,7272.30517578125,-4939.41845703125,530.038818359375,4454.3603515625,-7955.63623046875,-607.8609008789062,-3623.2431640625,-7778.1455078125,-3019.81591796875,-10174.638671875,-3433.548583984375
4,8028.10400390625,-7025.982421875,-3442.53271484375,4009.1875,-4818.62109375,-10387.1376953125,1979.83935546875,1107.65234375,4167.50244140625,1122.9644775390625,-7047.58935546875,8428.6904296875,7976.39453125,-7104.98974609375,-9889.3427734375,-2053.528564453125,-6120.2373046875,-2274.966064453125,871.4800415039062,-5959.00390625,7169.51904296875,-4295.59716796875,5518.3583984375,2183.321044921875,-2159.055908203125,-794.0234375,-2088.894775390625,-2381.479248046875,4856.50439453125,2731.7138671875,4502.6337890625,10696.00390625,-2650.5654296875,-2020.2275390625,-3412.5625,6713.451171875,4172.47119140625,-140.09559631347656,-8863.3193359375,-5711.92626953125,513.4293823242188,-6615.62353515625,9047.6923828125,-5912.47607421875,-3440.615234375,7368.89404296875,-10374.4033203125,-3011.842529296875,832.297119140625,-1643.8319091796875,-3678.1015625,533.1095581054688,3176.52197265625,2560.482177734375,-7423.97119140625,2921.052978515625,-6074.3232421875,5921.04931640625,-1639.5235595703125,860.0755615234375,-5653.9990234375,9493.685546875,10552.392578125,4418.7177734375,4081.845458984375,10265.4150390625,-3763.334716796875,-397.0107727050781,2695.609130859375,5064.896484375,7963.94140625,-6307.62646484375,6250.85009765625,4029.72705078125,572.8154907226562,3460.6474609375,5717.1240234375,-150.74526977539062,7411.591796875,-4864.19091796875,6924.27685546875,-8165.46435546875,3793.061279296875,2605.600830078125,-3301.700439453125,-3301.40625,-9046.8701171875,-889.4881591796875,-4824.7587890625,-9896.515625,11298.5654296875,-1653.7952880859375,817.6067504882812,5705.9482421875,6973.84814453125,-5278.69140625,5798.23681640625,-9251.5029296875,-6919.41064453125,3010.666259765625,5874.32958984375,-2753.791015625,144.1796112060547,2164.340087890625,-9692.4619140625,-8874.4736328125,-592.1028442382812,-3483.353759765625,3313.74560546875,-8149.19580078125,6850.79931640625,2897.735595703125,-3459.0283203125,10900.1904296875,-4378.07861328125,7086.92626953125,-9705.435546875,7272.54248046875,-4892.28369140625,524.3287963867188,4463.59814453125,-7982.21875,-604.2369384765625,-3616.542236328125,-7773.60400390625,-2987.89208984375,-10183.0927734375,-3444.79541015625
5,8049.32080078125,-7026.42578125,-3422.273681640625,4048.657470703125,-4827.09765625,-10367.1787109375,1990.6715087890625,1141.0399169921875,4167.90576171875,1114.602294921875,-7045.85302734375,8428.3408203125,8025.5859375,-7212.89990234375,-9904.1630859375,-1989.6131591796875,-6112.89697265625,-2277.49853515625,875.054443359375,-5966.89697265625,7196.193359375,-4268.923828125,5513.021484375,2176.07861328125,-2152.437255859375,-812.0199584960938,-2069.85498046875,-2369.36865234375,4850.04833984375,2719.81298828125,4474.2333984375,10628.9296875,-2680.75634765625,-2038.2203369140625,-3423.565673828125,6772.01220703125,4058.91748046875,-271.3340148925781,-8871.240234375,-5601.20849609375,494.6243591308594,-6652.50390625,9050.46875,-5916.068359375,-3480.301025390625,7362.6640625,-10399.1318359375,-3023.343505859375,850.1875,-1641.9107666015625,-3688.042236328125,549.6221313476562,3176.541259765625,2656.61865234375,-7415.8671875,2935.19140625,-6065.67431640625,5919.2392578125,-1644.6812744140625,859.3125,-5642.0517578125,9492.8232421875,10576.3486328125,4433.560546875,4099.45849609375,10258.814453125,-3754.750244140625,-416.3297424316406,2819.587646484375,5229.79931640625,7942.53271484375,-6324.74462890625,6291.36669921875,4056.643798828125,543.0508422851562,3483.19775390625,5734.6845703125,-148.2849884033203,7431.224609375,-4916.1787109375,6942.30126953125,-8170.16455078125,3753.96875,2606.021728515625,-3325.7255859375,-3319.325439453125,-9079.8330078125,-869.4583740234375,-4845.9658203125,-9902.8486328125,11275.7802734375,-1657.7763671875,822.1071166992188,5683.369140625,6962.712890625,-5271.57275390625,5810.90380859375,-9207.2451171875,-6945.2880859375,3030.052978515625,5880.41357421875,-2750.78076171875,135.0943603515625,2175.234375,-9646.4501953125,-8890.576171875,-536.9354248046875,-3475.17724609375,3321.186767578125,-8148.45361328125,6869.99951171875,3036.220458984375,-3457.938232421875,10917.7978515625,-4451.95751953125,7093.3251953125,-9689.5615234375,7289.07958984375,-4923.474609375,488.65728759765625,4466.7685546875,-8040.94921875,-605.4939575195312,-3609.105712890625,-7770.65771484375,-3070.608642578125,-10192.734375,-3446.860107421875
6,8063.896484375,-7039.46533203125,-3448.91552734375,3995.932861328125,-4874.08837890625,-10292.9404296875,1986.1593017578125,1139.2333984375,4156.76708984375,1094.630859375,-7052.330078125,8439.041015625,8156.88623046875,-7117.6181640625,-9905.505859375,-1992.923828125,-6103.81298828125,-2301.66796875,872.9049072265625,-5957.77001953125,7176.443359375,-4273.4267578125,5528.20361328125,2173.732666015625,-2141.625,-820.9950561523438,-2051.89013671875,-2374.213134765625,4841.61669921875,2713.06201171875,4431.0498046875,10629.0546875,-2672.626953125,-2005.0147705078125,-3428.18408203125,6742.8564453125,4172.00439453125,-178.5787353515625,-8860.19921875,-5592.88232421875,511.9396057128906,-6598.091796875,9070.7431640625,-5903.21826171875,-3467.531005859375,7355.14892578125,-10332.2294921875,-3044.70361328125,867.0130004882812,-1641.5771484375,-3736.55224609375,511.01385498046875,3150.57373046875,2532.01171875,-7414.64697265625,2921.7490234375,-6058.16259765625,5896.14599609375,-1617.1336669921875,866.7667236328125,-5624.8017578125,9491.767578125,10558.6630859375,4429.9541015625,4131.8359375,10250.25,-3745.411376953125,-414.7490539550781,2686.738037109375,5114.541015625,8046.8046875,-6328.7294921875,6223.40673828125,3994.752197265625,521.5890502929688,3491.17919921875,5732.806640625,-152.3912353515625,7406.044921875,-4906.3017578125,6952.8203125,-8142.76171875,3740.90478515625,2548.655029296875,-3326.24609375,-3347.31298828125,-9058.0478515625,-896.6676635742188,-4824.9169921875,-9911.6982421875,11280.5439453125,-1664.17138671875,821.856689453125,5673.84423828125,6985.5625,-5264.9375,5818.9150390625,-9251.5439453125,-6940.8818359375,3035.1376953125,5920.3779296875,-2744.448486328125,153.8754119873047,2179.3408203125,-9649.9814453125,-8879.5634765625,-550.57177734375,-3469.447998046875,3354.7392578125,-8151.12060546875,6880.017578125,2986.12158203125,-3483.553466796875,10908.939453125,-4410.59326171875,7080.92626953125,-9679.21484375,7303.10107421875,-4924.70947265625,446.78570556640625,4475.955078125,-8022.16796875,-591.6248779296875,-3600.989501953125,-7832.9033203125,-3040.76904296875,-10199.66015625,-3451.510498046875
7,8027.060546875,-7032.08349609375,-3461.977294921875,4061.309814453125,-4883.0068359375,-10352.4248046875,1971.4873046875,1101.38916015625,4143.8955078125,1137.012451171875,-7053.126953125,8428.79296875,8051.62841796875,-7009.181640625,-9922.45703125,-1982.650390625,-6092.75439453125,-2306.513427734375,869.1552124023438,-5978.99462890625,7165.5830078125,-4254.40283203125,5522.4892578125,2203.018798828125,-2131.499755859375,-814.2842407226562,-2051.70751953125,-2361.609619140625,4834.265625,2701.799072265625,4488.68017578125,10589.861328125,-2688.242431640625,-1999.5081787109375,-3435.08203125,6695.24462890625,4089.759033203125,-302.18743896484375,-8863.4306640625,-5712.5166015625,514.361083984375,-6662.625,9124.1962890625,-5929.400390625,-3487.831298828125,7349.62939453125,-10281.501953125,-3092.484619140625,861.6766967773438,-1657.3939208984375,-3716.947509765625,493.41754150390625,3142.90185546875,2699.66943359375,-7401.49365234375,2939.406494140625,-6050.82470703125,5906.3623046875,-1634.520263671875,862.7047729492188,-5665.548828125,9487.8447265625,10580.9970703125,4449.11376953125,4076.95703125,10249.4765625,-3761.312744140625,-399.7462463378906,2572.772705078125,5204.07958984375,8023.04443359375,-6354.30322265625,6239.54052734375,3984.74755859375,532.7975463867188,3455.928955078125,5734.53466796875,-173.18943786621094,7393.8740234375,-4904.5146484375,6943.03271484375,-8203.8447265625,3762.535888671875,2638.56494140625,-3367.442138671875,-3325.6572265625,-9050.275390625,-920.9570922851562,-4853.2734375,-9916.3935546875,11291.3232421875,-1668.310546875,864.7557373046875,5649.0283203125,6963.71630859375,-5258.91552734375,5825.0400390625,-9206.3984375,-6931.32861328125,3030.309326171875,5965.1181640625,-2745.804443359375,136.29624938964844,2194.9970703125,-9647.5556640625,-8823.7890625,-551.7115478515625,-3463.45068359375,3338.434326171875,-8141.42529296875,6900.5595703125,2990.712158203125,-3467.8271484375,10949.1630859375,-4415.16943359375,7058.21240234375,-9669.7705078125,7306.98828125,-4922.7841796875,497.3157653808594,4477.35888671875,-8056.419921875,-595.2674560546875,-3594.482421875,-7810.787109375,-3053.223388671875,-10208.8095703125,-3457.59033203125
8,8058.03076171875,-7052.23291015625,-3440.134033203125,4073.061767578125,-4836.53369140625,-10438.96875,1949.266845703125,1124.0338134765625,4139.916015625,1129.6959228515625,-7056.05908203125,8422.3486328125,8032.76708984375,-7118.548828125,-9913.94921875,-2038.904052734375,-6087.3916015625,-2301.860595703125,871.2784423828125,-5976.751953125,7234.83154296875,-4262.3505859375,5544.38525390625,2229.87109375,-2124.924072265625,-826.0906982421875,-2048.262451171875,-2363.445068359375,4827.7138671875,2698.164306640625,4522.09326171875,10696.9296875,-2680.75439453125,-2002.681396484375,-3452.400146484375,6722.47802734375,4117.05078125,-163.7855224609375,-8834.66796875,-5677.06396484375,431.1146240234375,-6725.17626953125,9092.05859375,-5939.6279296875,-3442.801025390625,7339.6923828125,-10291.8955078125,-3033.783203125,841.85205078125,-1643.26953125,-3724.212890625,525.5305786132812,3138.187255859375,2646.1484375,-7421.2421875,2976.7001953125,-6043.28662109375,5900.5263671875,-1631.89990234375,863.9598999023438,-5590.306640625,9489.0576171875,10575.8017578125,4435.9482421875,4099.78662109375,10242.7138671875,-3792.8359375,-432.3653564453125,2663.781982421875,5122.04296875,7943.2548828125,-6345.78076171875,6258.38916015625,3955.3671875,518.7821655273438,3451.872802734375,5721.99560546875,-182.8304443359375,7385.6484375,-4904.96923828125,6962.53662109375,-8167.67041015625,3713.790283203125,2623.24267578125,-3333.3564453125,-3353.896484375,-9178.4091796875,-954.7919921875,-4812.1015625,-9921.48046875,11320.8935546875,-1670.9249267578125,811.6065673828125,5663.341796875,6988.88232421875,-5253.67822265625,5831.453125,-9227.724609375,-6989.048828125,3026.57470703125,5863.5263671875,-2734.9326171875,125.41581726074219,2193.91259765625,-9640.703125,-8854.9384765625,-580.3150634765625,-3458.20703125,3340.991943359375,-8158.287109375,6891.1123046875,3041.512451171875,-3461.751953125,10930.8056640625,-4436.7138671875,7056.12158203125,-9657.58984375,7305.9248046875,-4891.28662109375,515.4329223632812,4481.951171875,-8016.154296875,-596.45654296875,-3585.423828125,-7787.84375,-3078.5546875,-10214.6591796875,-3464.643798828125
9,8081.7451171875,-7049.048828125,-3441.917724609375,4031.7900390625,-4858.654296875,-10269.5888671875,1950.5052490234375,1103.8623046875,4138.61669921875,1142.26318359375,-7056.42919921875,8415.728515625,8066.60986328125,-7168.12744140625,-9924.619140625,-1982.3038330078125,-6078.2880859375,-2317.7490234375,871.0996704101562,-5979.70703125,7206.33056640625,-4259.70166015625,5541.53857421875,2223.3603515625,-2116.93310546875,-827.6895751953125,-2020.3944091796875,-2354.244384765625,4823.6025390625,2692.400390625,4416.61474609375,10551.748046875,-2694.15234375,-1997.10009765625,-3432.886474609375,6696.25439453125,4108.32568359375,-211.75399780273438,-8853.1142578125,-5635.00634765625,485.8380126953125,-6659.7998046875,9092.99609375,-5932.46728515625,-3437.03125,7339.12939453125,-10320.6767578125,-3040.088134765625,841.3057250976562,-1668.170654296875,-3737.9208984375,500.4000549316406,3139.50390625,2603.89013671875,-7413.1787109375,2959.854736328125,-6036.05029296875,5902.93115234375,-1635.0755615234375,860.0142822265625,-5580.00927734375,9490.4248046875,10586.7802734375,4462.73193359375,4105.6220703125,10235.482421875,-3794.838134765625,-413.61590576171875,2702.49072265625,5146.98095703125,7985.990234375,-6347.611328125,6231.65869140625,3874.94775390625,536.2265625,3451.111083984375,5747.486328125,-182.6551513671875,7384.9599609375,-4888.13330078125,6991.7939453125,-8175.67724609375,3715.437744140625,2671.879150390625,-3351.45947265625,-3348.25,-9058.0849609375,-947.16357421875,-4884.6083984375,-9927.5625,11319.208984375,-1673.3873291015625,858.7286987304688,5666.83203125,6988.77734375,-5248.55322265625,5838.7314453125,-9234.5234375,-6986.890625,3034.997802734375,5880.6201171875,-2728.008544921875,168.6751708984375,2223.72412109375,-9636.5625,-8864.34765625,-567.9905395507812,-3452.19580078125,3347.4228515625,-8101.1328125,6903.24658203125,3026.272705078125,-3468.053466796875,10932.8427734375,-4447.95263671875,7045.73876953125,-9649.0830078125,7310.9013671875,-4915.423828125,450.59423828125,4477.9912109375,-8058.26953125,-577.2891845703125,-3575.16796875,-7788.23291015625,-3121.29345703125,-10223.2177734375,-3465.947509765625
