,0
0,0.00042564781949792175
1,0.0036498959101305757
2,0.0059252659439659695
3,0.007450476167330244
4,0.008492429179144452
5,0.009289739684317386
6,0.009869541330834482
7,0.010352145761189932
8,0.01069074472397423
9,0.010988360906143265
10,0.011229827349549016
11,0.011427333529006425
12,0.011614720115708924
13,0.011766424258721583
14,0.011909126993298803
15,0.012033837649722715
16,0.012136080939832872
17,0.012247983438084798
18,0.012387865929860832
19,0.012503140787677183
20,0.012604476412325058
21,0.012731530091887683
22,0.01283732427014837
23,0.012960700987430216
24,0.01302546210788618
25,0.013185585080284069
26,0.013293972454385886
27,0.013412602577404007
28,0.013529245978070205
29,0.013670524354658679
30,0.013784712046074992
31,0.013913519101441032
32,0.014053413475680737
33,0.014188895689398196
34,0.01430910325111397
35,0.01442664346448113
36,0.01457410932249943
37,0.014710678515505289
38,0.014867131662227648
39,0.014996377780251627
40,0.015165709322646223
41,0.015303304212247439
42,0.015454447456398374
43,0.015599845133119378
44,0.015753797610717206
45,0.015906774284535328
46,0.016058491266545162
47,0.01621122339784416
48,0.016375752052507162
49,0.016526071830538686
50,0.016675074239217907
51,0.016837511499592065
52,0.016989550393240568
53,0.017148778536906717
54,0.01730248242921476
55,0.017454282999442718
56,0.017611156009955525
57,0.017759472590871555
58,0.017911196536159506
59,0.018066269926850096
60,0.018215764953089575
61,0.018366280107720047
62,0.01851268468223436
63,0.018658730314905357
64,0.01880532936822289
65,0.01894719072095636
66,0.019090239941971794
67,0.019231324965364175
68,0.019371083718056504
69,0.019513952674264083
70,0.01964679554154443
71,0.01978466798614406
72,0.019918681765638893
73,0.02005221384149076
74,0.02018499986758825
75,0.020313218388393506
76,0.020440720750956137
77,0.02056616526196665
78,0.02069000062179808
79,0.02080998303905469
80,0.02092654321336002
81,0.021041536938137814
82,0.02115177697059892
83,0.02125998955732586
84,0.021363364227538085
85,0.021464256169781405
86,0.021561306370886768
87,0.021654620963995667
88,0.0217435787382506
89,0.021828326147150922
90,0.02190933232371208
91,0.02198488840008872
92,0.022055142280929578
93,0.022122345492025203
94,0.022185371834479058
95,0.022244833088994925
96,0.022301180623794135
97,0.02235563333278648
98,0.02240926381498513
99,0.022462581624674773
