,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,68.0,135.0,-6.0,-22.0,40.0,-90.0,-10.0,10.0,-138.0,-75.0,84.0,-78.0,112.0,130.0,78.0,-4.0,-55.0,87.0,14.0,-16.0,134.0,-128.0,-89.0,77.0,-49.0,68.0,30.0,-70.0,114.0,4.0,-19.0
1,68.0,135.0,-6.0,-22.0,40.0,-90.0,-10.0,10.0,-138.0,-75.0,84.0,-78.0,112.0,130.0,78.0,-4.0,-55.0,87.0,14.0,-16.0,134.0,-128.0,-89.0,77.0,-49.0,68.0,30.0,-70.0,114.0,4.0,-19.0
2,42.703551745358354,109.76026771906947,19.239461078342895,3.327894064828758,14.83909519614516,-64.65165420157116,15.128041797863137,35.174639035818984,-112.52954761599463,-49.642697875104695,58.79848625447434,-52.77834632471077,86.66591536330941,104.64962857221252,52.71704776842938,21.250743201484315,-29.68735438290853,61.60749845312863,-11.275942491010866,9.311153016024928,108.72988734245693,-102.71795037335596,-63.573502114807326,51.652427600281925,-23.761733938771055,42.88696793863414,4.82385831390129,-44.71174477298558,88.64735163934,29.36264139704957,6.549887056723001
3,29.373096988677432,95.23650703066382,31.322640765511025,16.674463310191136,2.1621425719938827,-50.08138108900439,26.884794246410372,46.73618670814387,-97.82861496709901,-35.132811244546325,44.86981947678213,-38.54215906571311,72.47112528723568,89.98507166899849,39.145655342946874,33.09845323768213,-15.6333681451692,47.847264861555146,-14.00409221227622,21.347259966628776,94.0996793388365,-87.9857248012353,-49.29141081810968,38.36572256051475,-9.65215475504241,29.387892833413346,-3.3358681232889893,-30.814109783648448,74.34143040943437,29.45256820071578,18.44017536969585
4,20.401701639060263,84.67447864192303,38.758540211059184,25.503668753129908,-5.720995066188486,-39.41654395783511,33.89965059855436,51.88109694388178,-86.6277887224891,-24.49029861859553,35.39338364936057,-28.081858891506094,62.30807101203379,79.19640621091335,29.957399229111026,40.535001387722566,-5.965517486023039,37.92496042735908,-11.66666193504306,28.384066742732934,83.66849710639912,-76.67976393208212,-38.89288968151916,29.097283215418464,0.2307251142304807,20.23669325936899,-6.7893851827418175,-20.949034454890615,63.51820501904216,26.36976717434948,26.394039767754116
5,13.509930501961776,76.2021218769639,44.39613314529087,32.007283172567774,-10.736353619559537,-31.68840644676267,38.245543349052134,54.577905076897295,-77.50406803716074,-16.422129208129896,27.873251567929678,-20.727169420133137,54.019151959342466,70.91672145809575,23.130825636881283,45.028869029969826,1.9450405498887946,30.320345959779218,-7.037930262662645,33.6239469665769,74.95934072897523,-67.9160383697783,-30.34920499651767,22.400085598786326,7.923868734909405,13.662287253657304,-7.686811727385091,-13.659555914352815,55.492658773885054,22.64453745302483,31.428574038848005
6,8.590305467439663,68.68410700832486,48.15165558967369,36.938865261326924,-15.013105976434034,-24.81199520724799,41.28062507867456,53.81862072066953,-69.34064332293572,-9.593585746918052,22.227308478630263,-14.024535633462861,47.11411549546159,62.95782844798224,17.201296824056776,47.368929934836025,8.650578459963313,24.15788250477285,-1.9838015938027578,36.44476806655357,68.04543614024382,-60.49646478804287,-23.04606372388382,17.171840685951608,13.729238816106722,9.343789989565309,-8.137117321371022,-7.462847266702738,48.40787787288127,19.465802662806052,35.70691449659316
7,4.07618636608688,61.98793261924814,51.88791068448252,40.20099954905379,-17.28106642364508,-18.65300566748411,43.87251674185051,52.40980399062024,-61.64420120074888,-4.14498657065009,16.95336455634923,-8.256289218068673,41.11236812299923,56.95420788146204,13.110937686117481,48.44687111770961,14.10716618870751,18.89860581386482,3.4030605973174612,38.50146491015469,62.009192944390634,-53.52518481261794,-17.175124461307632,12.435645047692901,19.054987495138377,4.698250961071842,-7.585786419621684,-1.8447315046488342,41.47848431664205,16.61264360813501,38.292394824069646
8,0.3703805274920171,55.46915477596974,54.15620729437199,43.602635855472215,-19.055824652789312,-12.710706939066228,44.71207267404072,49.45358519106163,-54.9128026122129,1.3238744525893935,12.656564430034408,-3.1537675554882156,36.9583231944202,51.20198581337638,9.247132664204386,48.44505464466919,18.859980937074766,14.175130686480998,8.499754040338543,40.11540585294006,56.1798734150272,-47.04671159058529,-11.311011728473275,8.606831690277005,23.39859043198304,1.5932804075105906,-6.4064185547120545,2.7363030931045955,35.8027960406078,14.506700916292045,39.9123717145804
9,-2.0857224153386795,50.506652814201445,56.61793629707999,45.395352921585584,-20.234551186588902,-8.238988218499514,45.00048083423647,45.70423452269569,-47.48691726817745,5.319381012923714,9.268997709998374,1.3974350367161321,32.17708455702834,45.900945159888536,6.550202535891785,47.303916023501195,23.210306872724246,10.06906514212524,13.134196164276664,40.966995691735576,50.76700917341037,-40.38286857938648,-7.453833645440696,5.037904359197412,27.299663782667224,-1.0050064643426992,-4.826686565317885,6.532990961290423,31.38536281327464,12.991607087628468,41.83016154374042
